comment,is_toxic
cố,0
k lắm,0
đcm bọn ăn cháo đá bát,1
người ta nghèo buôn bán nhỏ lẻ nay lừa mất xe yên mấy đứa óc toàn cứt .,1
đưa nam gặp toàng quen,0
lợi clmn lợi,1
nản ngực giá chị,0
tifm đê,0
ôi bố cái lũ thanh niên hãm lol . đẹp mặt,1
ko thêm cánh cụt mai đổi cccd thành linh single mom mất,0
"xin lỗi đc j , nghĩ điiiii",0
from mixi with love !,0
bọn khổ đau đớn,1
thay đổi triết lí tấn công sang phòng ngự thật chặt chẽ thay đổi tư duy đa dạng cách chơi sử dụng 5 hậu vệ vệ tiền vệ trung tâm giúp đôi tuyển việt nam chơi,0
đcm m,1
"lời nghe hiểu đc 2 câu , t học trình nghe hiểu lớp 1",0
má ác,0
"bọn cặn bã xã hội , ko đòi ă , tốt ăn cứt sống đừng lừa đảo lành",1
giọng giả con nít giống ngậm nguyên cc . trích hát,0
k mổ thằng bố con mẹ lão bác sĩ chết đấy bảo đúng quy trình ? địt mẹ chúng mày lũ sâu mọt thối nát .,1
dã man,0
"vl t đóm đâu , m ngoo",1
ngu chết mẹ,1
"việt nam văn hóa chức , hãy bộ mặt đẹp",0
"ngài ngầu ác , chiến z",0
nút unlike bấm phắn cmmd,1
chó,1
nhị thắng cực địt lol mẹ mày,1
mầy thằng trọng tài khốn thế giới thằng kia,1
"cách tìm , đồng đội , đồng chí , bạn hữu đơn vị ảnh .",0
r hiền hả mấy nhặng đ ít phát sáng,1
thiện chí liên hệ . vợ con ko đc,0
vn bọn dư luận viên ăn tiền tài trợ tq . chấp nhận kiếp sống chó săn,1
1 đòn thui mà còn cố nhây chấp nhận thui,0
bóng dơ,1
sorry cc m,1
kazuki kiya haha . hồng nhan đéo thằng katm . đơn giản mày sai chi mấy phức tạp,1
nghiệp nhanh lắm,1
hoan banana ?,0
ngu,1
"ngọc tuyền phúc fb thằng ml r ae ! ae uốn lưỡi , buông lời",1
choán hông,0
bảo khoe khoe cố tình đâu,0
"bất cần đời , but 3",0
". thế giới người ta mỏ bạc , mỏ vàng mỏ kim cương . việt nam mỏ lồn 3",1
quang quang tường cãi lộn cát,0
"ko mấy nước khu vực thằng cha mày , cc j cx đc , nghĩ thông minh thâm thúy",1
già r,0
ck single mom hả ní,0
bắt bọn lấy kim chọc mù hai mắt thả,1
thua ko ko đánh q xong thua kêu đánh chết đánh 1 hồi máu r háu chiến thua ez,0
dkm toàn acc fake,1
chơi game,0
uyên thu tag chị,0
ngọc bình má hài thiệc,0
sự thật mất lòng,0
hhhhaâ t cười ỉa hhhh bố m trường m bú sữa mẹ chắt m thể hiện v ?,1
thuyết phục cực kỳ,0
cay v,0
jack văn minh uy tín,0
"nguyễn lê vĩnh hưng vấn đề chọn cầu thủ đâu ! thế hệ vàng vn , bớt sống ảo tưởng .",1
phương yếncho xin đơn bồi thường nè huhu sợ,0
chả bù k atm tí,1
hhhh nguuu ng chửi k khôn,1
chết,1
ti vi hỏng ... thắng thua chả ảnh hưởng kt ... mai cày treo niêu,0
to đầu ngu vl,1
acc h bk 1 chậm vãi cc z,1
clm dơ chó rách,1
trần nhật m đọc cmt xem t ns đúng sai m ns t bò quê m,1
"óc chó gà vườn , trình m tuổi đếch đòi mở mồm ?",1
"bạn đọc thông cảm bme tg ad gặm xương , k mang xàm lồn , ngồi liếm cứt bọn bốc bãi cứt ăn đấy",1
xã hội thối nát lam con người thành súc vật,1
"già xóa mẹ game già , già khóc lóc trẻ con khinh . già ngu vl già",1
ngọc yên cak,1
đợi bồi thường xe tốt mất phụ tùng đấy,0
"ng nổi tiếng cty thằng rách dân đen gặp gặp , giờ lấy tiền bịt mõm thằng vr dám kiện tụng",0
"xử thật mạnh tay , xã hội tồn tại loạn mất .",1
5 c 5 đ,0
nghe vô sinh bầu,0
hoan nghênh tinh thần vượt khó 1 trọng tài mù,0
tìm bắt hai đứa xe thằng kia ..,0
đúng trọng tài bá dơ,1
kèo show cmnd cu,0
sống chó . bỏ . ăn cháo đá bát thằng dáck ...,1
gáy cố xong solo thua ngta cay vcl.conten lol má m kkkkk ngu mẹ ngu vuầ gửi link thằng cha khuyết tật m solo thua . m coi,1
mạc fan rách cay chửi tùm lum,1
thằng ngộ giả nha,0
minh hiếu cặt linh cá lóc lồn 2 đua bay loạn luan di kiếm đứa nuoi,1
troussier ở ẩn tốt bóng đá thế giới,0
côn đồ cục súc vô nhân tính đề nghi vn . nhà nước vn ban thưởng .,1
bạch kim cx ngồi sủa đc,1
i love you 3000,0
dkm chó,1
len rank ct dct gap,0
ko hối lộ,0
tkg đần duy nhất tkg kiệt nghĩ b tuốt . đ hiểu ch trõ mõm vc ng,1
thằng ad page đúng óc chó,1
"xã hội dàn cảnh tin , 2 thanh niên giả vờ hỏi han tốt bụng tl phân tâm mất cảnh giác thương",0
xem bực mình thêm,0
dột mức,1
giọng nữ,0
hhhhh nhìn cách nc trẩu 2 k8,1
bác sĩ chữa khỏi bệnh trả tiền bệnh viện .,0
"jack ảnh đần ác , cay",1
occho sân cỏ,1
đcm,1
thằng vàng,0
rank m đâu r cu ?,0
ngu fan rách đéo sai mù quáng bú,1
ng tán dương thế,0
ngao ngán thanh niên thích ăn thiên hạ sức dài vai rộng tay chân sống đàn hoàn một chút,1
tú trinh đen dính,0
vương thiên cơ hội r,0
lê trángg sờ bố cắn ghê thật,1
"chất tướng out meta nhìn mùa bt sân chơi pháp sư , ôg đánh mãi mực smurf kiểu , đct đánh đúng 1",0
coppy anh3 clmm tao rip chet me may,1
kỹ năng cac bày đặt viết cap chiều lòng anti . đúng n g u thêm xàm lon,1
mày chửi ad . đúng nghề chửi đấy,1
ngủ làm sao đc bh csgo time,0
mô phật trâm mai phương mai khánh ly thủy tiên,0
henry 0774679582 zalo nhaaa,0
mặt bò biểu cảm vãi haha .... đhs tự nhiên thèm thịt bò khô,1
đá giải ao làng,0
uy tín chó bọn độc tài,1
tiền mặc chả đẹp,0
t gặp m t giết m đấy chó,1
vff xem bình luận . hay là giả điếc,0
"thầy lồn sủa dơ , yêu thầy 3",1
"fake mẹ mày , report ae",1
"nha , coi đỡ buồn hẳn",0
luật pháp nghiêm ...... đề nghị tăng hình phạt mức,0
"i chính quyền thắt chặt kiểm soát . lập thành đội mồi giả bộ nai tơ , trang bị bộ đàm giây liên lạc chứng . nhử bọn ăn cắp , bên nhảy tóm trọn đám",0
bắt phạt hành chính,0
bồi thường 5 củ,0
"nguyễn thị thủy tiên miễn là tiền trả nhân viên ngta , chỗ ko tiền trả lương chịu",0
"nghe chán , ko mất .",0
"dần sóng chút , , , ko đâu buồn",0
thuong . neu nha ngheo xin manh thuong quan giup xon tien mua xe khat . xin cam on .,0
xem hậu trường cực hiếm minh hiếu,0
"mất dạy , trọng tài kiểu j z",1
kệ tổ chúng nó mắc mớ,1
kêu đóng phạt lâu,0
nha,0
cay lordai đăng chửi thối đầu công nhận chủ quan ngu,1
dcm mày cút nước,1
dr bắt xin lỗi vợ bỏ,1
đồng bọn,0
người ta giúp xong ăn cháo đá bát cố bên vực jack bỏ ko v,0
streamer đéo đạo đức chửi k chửi n ngồi đầu ?,1
"nguyễn mạnh nghèo dốt , cuộc sống mong muốn . lỗi tư duy . tư duy thần tượng 1 thằng rác dách dũng cuộc đời khổ",1
cút nước ông già bất tài,1
danh banh cai lon luông lin loc,1
biến troussier,1
"trương bình chơi game t tưởng đóng phim , nghe ứa",1
"nek , toàn lũ giáo sư tiến sĩ đầu óc cức",1
vã lắm r,0
đm cb mất acc xl t lường trc đc r hỏi han mấy ôg trọng tài mất acc world cup ổg trao dồi kinh nghiệm mấy ổg mất acc r đấy . bắt k côg h xl xl cc cl hãm lồn vãi,0
bắt đúng tý,0
mù ngu nx,1
dẹo trai chi,1
"trình mày gà shit vvv , sợ mấy thằng cày thuê thằng mực gặp tao top ilaoi tao hành vỡ mồm",1
sam hãy thử trc ăn nhá,0
thằng ngu,1
ok thầy v,0
"xứng đáng tha thứ , hành xử thiếu văn hóa lặp đội tuyển việt nam",0
nguyễn chí đông chửi ác,0
bài vở tỉ lệ thành công,0
ụa nãy giờ chọc đóm chọc chủ cmt v,0
thùy trang giờ nè,0
chó ngửi mùi thằng trộm,0
"dạo mấy bố ts giấy phát biểu hơi , phần lớn tư duy kiến thức lạc hậu , nhiệt tình cộng ngu dốt thành phá hoại",1
"nguyễn mạnh nhỏ học , thiểu năng rách",1
ác quá tội gái,0
mịa bọn trộm cắp,1
"chị nói chuyện sản khoái 1000 like chị , thực tế",0
ủng hộ huấn luyện viên philip trousser . luôn luôn tin huấn luyện viên đội tuyển . thích đại diện phần . bóng đá lúc nào thắng thua .,0
sờ mớp nhìn đánh ngu vkl,1
ngânn lào keyyy,0
mày biến khỏi đất nước vn biến khỏi đtvn thằng đầu phân pháp troussier,1
hãy mãi thơ ngây .,0
con trai bảo đợi ?,0
kiểu đánh bục mặt kh mất kiểm soát 1 trận làng game,0
"lê tấn tài tao mày khỉ đầu chó tao chửi , tao nhầm , mày xúc vật hiểu tiếng",1
miệng đích trẻ con,1
mày mất thẻ đỏ r k rút,0
giàu lắm tiền lắm cháu lắm . nước ngoài dell tiền . bệnh xạo lozzz .,1
chả hiểu mẹ,1
võ thành phước p đánh nunu zày ez win,0
luật đem 15 tuổi tử hình . lúc nào đủ tuổi,0
mọc thêm 1 trang viẹt tân ag . đkm bọn chó đẻ,1
nay mat dai that,1
chúng bố ăn chết chúng bố . thiên đường xhcn đấy .,1
"ngọc nữ thật 1 bộ phận dân miền b đủ thông minh 1 xã hội hoàn thiện dân hàn quốc jack lụi lâu , đúng dân trí thấp chấp nhận giá trị thấp",1
"xin lỗi cc mực , cởi quần",1
kay vờ lờ .,1
"chuẩn bị chức , xem cầm quân kiểu chấp đối thủ sợ . chiến thuật kiểu chó chạy ruộng cày tốn sức hiệu quả , công cùn thủ kém coi thường đối thủ . sân mỹ đình vắng vẻ trận cầm quân xem thêm",0
bât fb cẩn thận,0
ae,0
mọi sáng tỏ chứng minh sự thật .,0
đừng stream k tương lai đâu hốt cớt ăn e,1
miếng danh dự đâu mất,0
dạo bọn dlv chửi phản động . tiền lương thấp đủ chuồn .,1
liên quan nợ ngta nợ ko liên quan ăn nói thoi con người ko tốt r,0
thằng điên,1
"vả vô mỏ loz mày , thứ học sinh trời đánh",1
đúng sâu bọ giệt hoài ko hết,1
linh nói tục ko duyên đồ mất nết,1
xin me may,1
xin mày,1
lòng tự trọng . chức,0
tròn ko mấy ngạnh sam,0
cố cãi cm ae thương,0
mầy mạng xã hội mầy vỗ lồn nầy ko dám hết dậy trời tức ói máu,1
bọn cướp ngứa gan .,1
"tấn tài trình độ đá trung vệ lệch trái , thể hình mỏng , non , bùi tiến dũng sử dụng , thành chung , vleague hữu tuấn , dương hào ... mục tiêu world cup ko vòng loại 2 , trận đấu chính thức đâu thử xem thêm",0
chị chị em giờ chửi,0
ngao ngán !,0
thanh niên trộm cắp bầy đàn ... tởm thật ...,1
quần đ,1
"tứ quý chặt đôi heo đc đâu , lộ tứ quý nhaaa hahhahaha t m thúi trần thị linh ánh bui thi my ngoc thanh hà thảo thùy trang lê thị oanh hoàng linhc",0
linda thám tử bắt tận tay đối chấp thanh niên quay lén,0
giày trăm rưỡi sóp pe hơi xịn nha,0
why cặc,1
mê cách ta choke,0
"m thằng dốt ko pik đăng tào lao e ak , móng trụ ko đạt dựng trụ sập oy , đâu dựng thành hình kéo dây , đổ thừa bò kéo sập trụ . đúng mấy thằng ngu bò",1
thoại trần ok tã,0
liên hoa thằng rách đội quần tin . niềm tin bất diệt lũ ruồi mất não,1
đập chết bọn chửi đấy,1
k live ak . xem vui,0
phạt mày phạt thẻ mày rút xin lỗi lồn mẹ mày,1
bay mâu,0
cai vu veadan cung the thoi . dit cmcm um xum len dc cai cc j,1
haha cay mấy văn cấp 1 đúng văn cạn suy nghĩ nhiêu đấy mấy thằng nhóc ác lắm,1
ruồi đít vàng mãi đỉnh,1
bò,1
chuẩn nha,0
"cmm xin lỗi củ cặc , nghỉ việc",1
t ko bất hạnh hôm qua thua t cảm thấy lỗi bố mẹ m đẻ m,1
chơi game nuốt lưỡi hả má,0
mẹ mày ... sớm muộn mày chết,1
loại cách ly khỏi xã hội,1
tiền lái xe xe ta,0
hợp lý,0
giật đ trượt phát vị trí độ tày,1
chụp ảnh nước dám trốn ?,0
tóm linh toàn lũ thất học một chút tiền lợi nhuận chửi kiếm tiền,1
sau này ms hối hận,0
4 thằng chung,0
uống dc tuần cải thiện,0
đánh ngu vl,1
chị dễ thương,0
"lân giỏi thật , , , , phỏng vấn mặt tỉnh bơ",0
áo chất,0
bỏ tặc nhe.ko coi chừng xe .,0
bảo vô văn hóa tự ái,1
"xinh , coi chừng thả 1 đứa quay bình dương bán nước tương",0
táo quân nay đóng vai ngọc hoàng idol lộc fuho mọi ?,0
vitamin nhung cđ m,1
nguyễn hoàng sâm lồnnn sâm,1
"toàn bọn đầu trộm , đuôi cướp !",1
yên tâm e hầu tòa nhân chứng ráck ăn cức đá bô phe viruss,1
minh hieu ali chui noi bon ngu nguco bang cap,1
thành trung đọc bình luận tục vc,0
"ngu ran chieu nguoi bay gio dung tin , that",0
yêu hồng kông yêu cảnh sát hồng kông hồng kông tự do,0
"nghỉ mẹ nước , gà vcl",1
thương,0
"dơ dái , bẩn thiểu , hèn hạ , hạ cấp . ghê tởm",1
lan hoa ăn nói bộ phận sinh dục êii,1
trọng tài lé,1
phá hoại bóng đá vn,0
"đánh ngu lợn , mồm mõm , mặt đầu cặc tao",1
", bọn phối hợp ăn ý ko",0
trang myhan nho lém,0
chúng dàn cảnh cướp .,1
thằng 2 17 trái lane đc acn review ?,1
trọng tài kiểu bíp j ha,1
vk ny uống ko động dục ko,0
lo học cháu thi xàm loz,1
thiệt chán ghét cảm giác .,0
pre tài trợ độ tây hôm,0
"trai mê nè bán mua ko mua chạy khỏi xe đung gần vh , w ko",0
thanh xuân 1 ly trà,0
hhhhh cười ỉa hhhhh nhục con trai hhhh,1
xin lỗi phiền quý vị,0
bầu cử cl tao fb kq đâu mấy trc . bâu cm lấy tiền chia nhâu k,1
dcm thằng súc vật não chết mm,1
mắt đít cháu bắt qq,1
tui đoán nghề chửi mướn ... ko ngờ thiệt . thag j hiền hiền dập . 1 .,0
tao sin mày tiệp sủa ít ko nhà nước mày cách ly o chỗ châu việt cường đấy .,1
sory dcmm,1
ko hiền đừng tỏ thằng dạy,1
cuối đời trần dần nghĩ sam hoi đoàn kết một số thành phần chống cộng nghĩ,0
"chúc thầy , thêm mật danh",0
nước ngoài tội tộm cấp xử nghiêm minh . việt nam luật pháp bảo vệ thằng ăn trộm ăn cướp . chịu,1
xã hội ko ko thể quá khổ . lao động,0
"chó linh cảm , đánh hơi noé sủa mấy ....",0
quên mai cuối tuần nữa mai nt tui thử hk onl sặp,0
mở quà lấy mã toàn sàn giảm 20 k 50 k mỹ phẩm 18 h cos300k18h10 giảm 100 k đơn 300 k . xem thêm,0
xin lỗi địt mẹ mày,1
bố m hóng ảnh m bàn thờ,1
xin lỗi địt cụ mày,1
im đi,0
"gian hàng tổ hợp nhà ga đéo nhà ga nhá v ngu , ngu hết phần thiên hạ",1
"tù miền nam xem , bố láo thật",1
hoàng minh giáp seach gg,0
"trụ đ đánh , ngựa ngựa múa múa thua đúng r . nguu , rút kinh nghiệm",1
cút nước,1
70 tuổi già chức sớm cút bên nước pháp nghỉ ngơi,1
clm nhỏ chủ tus nói đùa chim cánh cụt khịa r,0
lỗi lượt về ép thailan thua 2 0 đê,0
thi m van ngu,1
"đéo đâu xa đạo đức mấy thằng chó công an giao thông sáng nãy e tiễn mấy thằng lính .. bọn giao thông dẹp đường cầm gậy sắt chửi dân bố mày đập chết cụ mày giờ , địt cụ mày đéo ngờ đấy",1
bọn bắt giết,1
ccccccc,1
đức thịnh e a đấy,0
ko đánh lo pk,0
giống k,0
nghỉ mẹ . xin lỗi .,1
"thánh thông minh lắm , đừng giỡn nhe , , ... lương lẹo lắm .. kk",0
ad thế giới ?,0
lộc gồng lộc bắn nè,0
bay acc,0
ma ba vang ngoc noi thiet khg bao gio noi doc,0
dm cụ tao thiếu tiền dột,1
địt mẹ . cười rụng con mẹ mồm .,1
xin lỗi cặc 3 màyy,1
"thang cc nao ma chang the dc ,",1
xin lỗi cc,1
địt mẹ mày mai đường đâm cột điện chết,1
"bắt sử bắn bỏ vài thằng riết sợ hà , làm ăn méo lo tối ngày trộm cấp .",1
trâu ngu si tốn tiền thuế dân việt nuôi mày .,1
mày bắt ngu vậy mà đy trọng tài,1
xe tao tiệm cầu mong tụi lấy dùm tao thề tao vồ dc tao tụi tàn phế suốt đời,1
giải nghệ,0
"thoát đâu , yên tâm bắt 3",0
rảnh giúp mẹ giúp . sống chậm mả cha chúng mày ...,1
ngu xuẩn nhì tt mỹ thơ trần đăng khoa,1
dại trai 1 ngu,1
lâm châu minh dàn cảnh lấy xe,0
"thằng âm binh , xéo",1
pew đau lắm,0
đcmm thằng trâu sề . cút cmm . loại mày dẵn dắt ?,1
thương nhìn sót sa ho cg nỡ lòng đứng nhìn đánh ng ta vây ác đôc mong phát luât cuôc dăn đe kẻ cầu xin chúa thương xót chữa lành,0
thiên tai hạn hán đổ lỗi chính phủ . vậy có lẽ tao coi mày thất bại bố mẹ mày làm tình ko thằng ad óc chó ?,1
cưng ..,0
vui vẻ quạu abe,0
"tụi bắt chặt tay bỏ , ăn cướp đc",1
ko bít đầu đuôi . câu chuyện . hùa chưởi người ta . h bây h quay cắn . khẩu nghiệp tạo nghiệp .,1
quân thất đức,1
"võ hồng gấm mấy tiếp xúc thêm , nghe ớn lạnh , cầu mong đừng nhiễm , k quê rần rần riết chị bệnh lun",0
nghỉ pháp trồng nho nấu rượu,0
chí cường up dc 2 bac oai vc,0
đít phát sáng rõ,1
trực tiếp k chịu đt nt ?,0
xã hội tốt khó,0
"hết dịch covid , mang khẩu trang cẩn thận",0
tết thầy sela xông nhà tán gia bại sản thầy .,0
cc . nghe ngu tỏ nguy hiểm chửi bới đồng đội chư ?,1
mẹ mày . nhạ . nhòm bữa cơm 25 k cháu trường tiểu học hạp lĩnh . tp bắc ninh xem mày đớp đc ko,1
"thay vì chê văn bản , sai chỗ",0
chữi tắt thở,0
huỳnh minh lực,0
"3 thằng đàn ông to ăn cướp phụ nữ nhỏ bé , 3 thằng thua loài súc vật",1
đức thịnh,0
"ad đúng , thằng phản bác toàn lũ vô học đéo",1
đánh cc .. nhìn bẩn hết mắt,1
cảm giác nhớ,0
dinh hong ngoc vắt chanh vắt quất sảng khoái thơm tho,0
m ngu dốt vl mày bọn bênh thằng jack mày cmt vô cắn tụi m thằng đàn bà m nói chuyện xem lại cmt trc hả cắn con trai ngu tự ái đàn bà cắn,1
chửi dcmmm,1
tội mê trai nè . chừa,1
chửi dùm nhân,0
anh em học trò thầy ba like avt hộ,0
tiền,0
mẹ,1
bắt cc h xin lỗi,1
trông mặt thằng bố ác ôn hai thằng,1
chó diên dan chuong trình nghe muon ỉa quần,1
chế độ moi,1
đéo bắt cút,1
"nguyễn dương t đâu kia tự vác lol tìm trai , than khóc bỏ tốt đẹp . m dắt mũi ngu ko kém",1
"ban xôi đuoc mây đông , bi cuop xe",0
?,0
mấy thằng hèn,1
co ba vang ngọc noi e cacmobi 100 nha co,0
asean cup tuyển việt nam thua đẹp . thua tiến bộ . vòng loại wc tuyển việt nam thua lạc quan . ko,0
tù toàn quen làm quen mày,0
ảnh xinh . cmt cẩn thận jack gạ đ bảo dùng bao tiền chu cấp đâu,1
thằng mặt l đường tưởng thần kinh đấy,1
ko phá hoại tài sản ng ta,0
đầu chứa cứt đá trận thua trận .,1
đọc kĩ hết coi bênh thằng đâu,0
lỗi cc fuck,1
"xàm , ăn rảnh rỗi l , dịch ko giúp đc chửi đăng , chụp gạo đồ , trẻ trâu",1
sợ thật,0
trần văn hưng tia nhanh,0
jack chịu trách nhiệm k b,0
giày hiệu made mixi,0
im mẹ mồm,1
tội chí bán hàng,0
sorry qq,1
vô học,1
vợ chả chửi toàn chửi cha mẹ,0
"3 m month share live group ảnh kĩ ảnh nghĩ 3 m buổi share live xong ảnh ghim suốt 4 . chơi hết mình , chơi hết hồn",0
yogurt lộk bắnn lôk bắnn,0
cút mẹ mày khỏi vn thằng hlv loz,1
duyên dáng,0
châu đá nổi . hlv tồi,1
mày cút mẹ . bắt ngu lắm,1
jack an l,1
ế sale thầy,0
levi call chi suất sắc,0
viết đơn kiện tòa đối chất,0
fake ae,0
"t thề dịch bệnh hết nhung ra viện nhìn lao xé xác , sợ tụt lờ k dám đâu đâu",1
chào thằng khốn,1
"không thể tha thứ loại mat dạy ,",1
lấy sợ thật,0
khứa hồn hồn lài,0
xứ đông lào chúng hốc,1
yêu thầy dấu bé 3,0
biến khỏi vn đm hưởng mấy tỉ dẫn dắt cc,1
you suck,1
thương bố mẹ đẻ óc chó,1
đừng tài giải ao làng .,0
lũ chó lãnh đạo đcs,1
may lm the đung,1
clm fake bú fame đm,1
đm thanh niên sức dài vai rộng ko chịu ăn .,1
cay xem ngu đấy,1
linh k nhục đua mặt cà ..,1
đớp tiền lắm mắt đui mù . vn đéo chấp nhận lời xl,1
an tiền lam,0
bố phước brooooo,0
"thằng rách uy tín cơ à , cười vkl thằng giẻ rách",1
mày ngu ad,1
đeo hieu kieu gi,1
"chửi kg gọi phone chửi dã miệng , lên dây khoe vàng hả , ỉa déo dưa , bó tay ,",1
ăn tuần hết xe xẽ trả giá đắt,0
tin jack jack grealish bên man city,0
tốt gặp la,0
dcmm sợ,1
"nhanh ngăn cản dị không gian đh , tụi vực ngoại thiên ma xâm lấn r kìa",0
lý quốc việt hmmm,0
khóc lóc cặc . nhét ku mồm mày,1
minh 5 tỉ chơiiii,0
me may,1
hoan ho chị ba . ko cai cad zạ chị ba . ung ho ma ko,0
đet mẹ tài cắc tài lồn me no tài chết hết ho no jk,1
"giao dịch bạn bè đ nghe chúa hề vc . t ko fan thằng nghe đấm tai kiểu giải thích , nhận xét thật sự trình ncc đường cùng góng chửi giải thích live duo",1
mong huấn luyện viên trao cơ hội ibrahim maza hertha bsc . 1 cầu thủ tiềm năng trở thành siêu sao bóng đá thế giới,0
ko ghi trang mixi tưởng e,0
giàu não đâu đức ngọc,1
bố m xẻo m,1
chi e thich chi . chi dep,0
cmt nhớ mang não nha,1
"điên , next mẹ mày",1
tuyển thủ team chuyên nghiệp mang pubg vn thế giới,0
tyler1 phiên bản việt,0
khúc kêu ld share live e tính chị hả ta .,0
"nguyễn huy sai chính tả kìa , red ko rad",0
xạo khổ cú giàu,1
cay chân cx cay,0
2 giọt nước thầy . trinh giọt nước suối thầy giọt nước cống thầy,1
dơ vlll t thích,1
bat dc chắc tay bỏ la dc,0
mịe chó nàyyyy,1
fan thằng thích cmt ngu chổ ngu,1
phan rách hối lộ 5 củ hả thời điểm r drama r cố chấp súc vật bỏ,1
thật đáng sợ con người tàn nhẫn,0
cập nhật,0
lạy mấy sáng sớm thức coi tối qua giờ ám ảnh đ dám đánh,0
vụ việc e hơi lâu,0
"luật nhân quyền mỹ dành honhkong thật sự good . lũ hắc cảnh rón dái hết , chó săn kiếm tiền sứ giãy chết , giờ áp chế chó chi người ta chửi",1
sống chậm mn,0
nguyễn trọng hiệp hiệp bmw,0
vũ đức nghe giống tiếng e nguyễn long bi rên ko,0
bú win hả,1
đôi khi ng tốt khó ak,0
"tại sao việt nam ko dứt điểm mấy vụ , bắt đc chặt tay xem thằng dám , bảo nhân đạo chúng nó nghĩ lỗi khổ mất",1
ko luộc đồ,0
no mung vi no su sai nhung van co nguoi bi ngoi tu vi ngu,1
trang moon cười đỏ hết lợi,0
đmm chạm tay m mù hả,1
xl kặc chơi xong xl chs la8j,1
nứng,1
ditconmemay mù,1
lớp du chu cờ mo hiếuuu,0
"mấy học fpt lấy ý tưởng đồ án nè , xuất sắc v",0
"tình trạng dân dọn dẹp nhà cửa tết leo thang . đề nghị ban ngành , cơ quan hữu quan biện pháp cải thiện tình trạng một số hình thức tuyên truyền , răn đe , thu thuế môi trường thật nặng dọn nhà cửa tết xuân",0
sinh sinh k bt im lặng,0
"ban , xôi cug ko tha",0
im mẹ thằng mặt lon,1
thằng bd lộn kiếp nỗ banh lòng,1
nghỉ hiu hộ tao,0
bảo dạng háng leo rank giãy đành đạch,1
hãy cút xéo khỏi đất nước,1
"nước giờ đắt , bán giá",0
xin lỗi mẹ,1
"thiên di thảo thảo bùi đức hữu nhat nhật hoàng minh tội gái , nhiệt tình thành củng ko",0
tưởng thầy chuyển đóng phim,0
dm ... thằng assmin mặt l .. hiếp zdam thị giác ...,1
nghe vô sinh dễ thai,0
lỗi qq,1
chịch lò bọn nam kỳ xuc sinh,1
nay hơi chậm cailozcatkhong,1
trình độ yếu kém đá hài lòng,0
người ta nghèo khổ bán xôi tha,0
trọng tài made in ha noi,0
trọng tài mù,1
chết cười pha jjleo hiến thân rambo,0
vàng đại cao thủ bẩn th,1
mong trút moẹ tro quần !,1
ok haha t chết t k tha dòng họ m,1
"phạm long vũ , k đc trêu idol",0
,0
"chửi hông tức ngủ hổng , thức sáng",0
bắt đc 1 đóm,0
bọn đấy ngang đa cấp đấy tàn mồm thầy cúng,1
loại bắt tàn phế suốt đời,1
rio rio bỏ dám vu khống đâu,0
xin đb,1
tốt nghiệp đỗ ơiii,0
ơiiii,0
game đau tay,0
câu xin chim bắt sai xong h xin lỗi,1
sr địt cụ mày,1
óc trâu . chắc ngi nhu minh,1
miện giống lôm trâu,1
pháp luật vn bn . l,0
hlv ccccccc,1
ăn hành thua xong quay chửi ngược đồng đội . đù mé . cay vl,1
pham minh phục lồn .,1
why cụ nội m,1
anh em khu vực tây ninh vay tiền alo 1 tr 5 k,0
"ngu hãy xem lại bản thân , ko đc thách đấu hàn ko sủa",1
đm thằng óc chó,1
"eo , nhận vơ bắt buộc người ta chấp nhận , nói năng , tay nhấn live tóp tóp trả lời tin nhắn tay",0
bích đú ...,1
rên cặt v,1
sory l mẹ m,1
thường xuyên,0
đồ tồi,1
ham zai cơ .. zai lạ sấn gần nch tay đầu xe,1
ức chế thật,0
nhục lãnh lương ko ?,1
bố thằng ngu .,1
uh lồn lịch sự,1
đich mẹ mày,1
thất bại cs,0
thằng assmin nhãm shitt ... đành page chửi . mày assmin viết gợi ý ... mem chửi ... mày dành chửi kiểu chơi đéo ...,1
phạm văn lộc idol viết sai kìa,0
tiền chở xe công tử hình tiền t nhìu lắm kkkk,0
vp trường kiếm cơm thui,0
người ta gọi chó vàng chiến sĩ đánh giặc mi gọi đớp vơ vét dân gọi chó,1
ngu,1
"live linh tinh kia thằng live tài giỏi thằng bỏ đấy đấy , thằng bỏ thì ra tố đạo nhái đấy , đạo nước ta sang giới kpop giới usuk . nói chung rách mãi rách",1
e hàm răng ko đẹp hỗ trợ ko a hjhj,0
nhường ko ăn đc,0
mê trai giờ trách,1
"oanh võ rách hả nhân sinh , giá trị , thế giới quan sống lệch lạc",1
"nhìn mấy fan trẩu bênh hài vl , ng ta nghe k đc ngta k đc ngta chửi idol tụi m đâu xù lông , m bật nhạc jack ba mẹ tụi m ông bà m nghe , thử ba mẹ ông bà m chê m chửi ba mẹ m k",1
miền tây chào e,0
m pk thầy ba giống gà điểm k thao hoang,1
thật đéo tuổi đâu đường đường stream cách trả lời người ta k đúng trình giỏi trình người ta đôi co,1
thanhhuy nguyen dơ vcl,1
clm trí xuân,1
xím chút 6 miếng đất,0
ca nha oi co 1 ba khung bi tam than . kieu no di cau an cuc di ......,1
lớp mấy,0
"đuối lí , hóa ra trình độ nhận biết b nhiêu đấy .",1
dm thằng lol máy chết vn tao tha,1
nghĩ băm chó đĩ trận,1
cày đơn đôi thách đấu ?,0
